release_date,genres,id
2003,"['Strategy', 'Management', 'Trains', 'Simulation', 'Real-Time with Pause', 'Economy', 'Classic', 'Singleplayer']",7610
2006,"['Strategy', 'Trains', 'Management', 'Economy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Real-Time with Pause', 'Classic', 'Casual']",7600
1998,"['Strategy', 'Management', 'Trains', 'Simulation', 'Singleplayer', 'Classic', 'Economy']",7620
2007,"['Indie', 'Casual', 'Arcade', 'Shooter', 'Action', '2D', 'Singleplayer', 'Top-Down']",2540
1995,"['Strategy', 'Classic', 'Sci-fi', 'Turn-Based', 'Turn-Based Strategy', 'Tactical', 'Aliens', 'Difficult', 'Underwater', 'Turn-Based Tactics', 'Lovecraftian', 'Isometric', 'Management', 'Singleplayer', 'Base Building', 'Horror']",7650
2007,"['Action', 'Adventure', 'Female Protagonist', 'Puzzle', 'Third Person', 'Lara Croft', 'Platformer', 'Remake', 'Singleplayer', 'Classic', 'Action-Adventure', 'Dinosaurs', 'Parkour', 'Third-Person Shooter', 'Shooter', '3D Vision']",8000
2006,"['Action', 'Hack and Slash', 'Stylized', 'Great Soundtrack', 'Spectacle fighter', 'Character Action Game', 'Classic', 'Singleplayer', 'Difficult', 'Third Person', 'Adventure', ""Beat 'em up"", 'Fantasy', 'Story Rich', 'Atmospheric', 'Demons', 'Controller', 'Comedy', 'Funny', 'Horror']",6550
2006,"['Point & Click', 'Comedy', 'Adventure', 'Detective', 'Mystery', 'Episodic', 'Funny']",8200
1996,"['FPS', 'Action', 'Classic', 'Retro', 'Shooter', 'Singleplayer', 'First-Person', ""1990's"", 'Moddable', 'Sci-fi', 'Difficult', 'Multiplayer', 'Great Soundtrack', 'Zombies', 'Demons', 'Gore', 'Horror', 'Online Co-Op', 'Atmospheric']",2290
2007,"['Indie', 'RPG', 'Puzzle', 'Singleplayer']",2570
2006,"['Adventure', 'Action']",8210
1995,"['Classic', 'FPS', 'Action', ""1990's"", 'Great Soundtrack', 'Demons', 'Moddable', 'Singleplayer', 'Sci-fi', 'Retro', 'Shooter', 'Gore', 'First-Person', 'Fast-Paced', 'Violent', 'Multiplayer', '2.5D', 'Difficult', 'Horror', 'Zombies']",2280
1995,"['Action', 'FPS', 'Classic', 'Shooter', 'First-Person', 'Retro', 'Sci-fi', 'Singleplayer', ""1990's"", 'Gore', 'Zombies', 'Demons', 'Moddable', 'Great Soundtrack', 'Horror', 'Difficult']",9160
1994,"['Classic', 'FPS', 'Action', ""1990's"", 'Shooter', 'Moddable', 'Demons', 'Sci-fi', 'Retro', 'Violent', 'First-Person', 'Multiplayer', 'Gore', 'Singleplayer', 'Zombies', 'Great Soundtrack', 'Pixel Graphics', 'Horror', 'Online Co-Op', '2.5D']",2300
1994,"['FPS', 'Classic', 'Action', 'World War II', 'Singleplayer', 'Retro', 'First-Person', ""1990's"", 'Shooter', 'Moddable', 'Pixel Graphics', '2.5D']",2270
2001,"['FPS', 'Action', 'Classic', 'World War II', 'Supernatural', 'Alternate History', 'Singleplayer', 'Shooter', 'First-Person', 'Atmospheric', 'Multiplayer', 'Horror', 'Gore', 'Sci-fi', 'Stealth', 'Zombies', 'Adventure', 'Great Soundtrack', 'Retro']",9010
1997,"['Action', 'FPS', 'Classic', 'Shooter', 'First-Person', 'Horror']",9040
1993,"['Action', 'FPS', 'Classic', 'World War II', 'Retro', 'Shooter', 'Singleplayer', ""1990's""]",9000
2003,"['Action', 'Vampire', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Hack and Slash', 'Horror', 'Gore']",3810
2007,"['Action', 'FPS', 'Shooter', 'Classic', 'First-Person']",9030
2007,"['FPS', 'Classic', 'Action', 'Shooter', 'Singleplayer', 'Multiplayer', ""1990's"", 'Gore', 'Lovecraftian', 'First-Person', 'Great Soundtrack', 'Sci-fi', 'Moddable', 'Horror', 'Retro', 'Fast-Paced', 'Atmospheric', 'Adventure', 'Competitive', 'Co-op']",2310
2007,"['Strategy', 'Space', 'Sci-fi', 'RTS']",3230
2006,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Games Workshop', 'Base Building', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical', 'Futuristic', 'Action']",9310
2007,"['FPS', 'Atmospheric', 'Action', 'Story Rich', 'Singleplayer', 'Horror', 'Steampunk', 'First-Person', 'Shooter', 'RPG', 'Sci-fi', 'Classic', 'Adventure', 'Dystopian', 'Underwater', 'Political', 'Dark', 'Great Soundtrack', 'Alternate History', 'Action RPG']",7670
2006,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Games Workshop', 'Tactical', 'Real-Time', 'Singleplayer', 'Action', 'Classic', 'War', 'Great Soundtrack', 'Fantasy']",4570
2006,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Singleplayer', 'Games Workshop', 'Classic', 'Real-Time', 'Action', 'War', 'Atmospheric', 'Tactical', 'Gore', 'Fantasy', 'Co-op', 'Adventure']",4580
2004,"['Strategy', 'Historical', 'Rome', 'Turn-Based Strategy', 'Grand Strategy', 'RTS', 'Classic', 'Tactical', 'Multiplayer', 'Great Soundtrack', 'War', 'Singleplayer', 'Turn-Based', 'Moddable', 'Real Time Tactics', 'Action', 'Atmospheric', 'Simulation', '4X', 'Medieval']",4760
2006,"['Strategy', 'RTS', 'Historical', 'Grand Strategy', 'Rome', 'Turn-Based Strategy', 'Turn-Based', 'Multiplayer', 'Singleplayer']",4770
2007,"['Casual', 'Hidden Object']",50970
1998,"['Action', 'Classic', 'Open World', 'Singleplayer', '2D', 'Adventure', 'Top-Down', ""1990's""]",12170
1999,"['Action', 'Classic', 'Open World', 'Singleplayer', 'Shooter', 'Free to Play', '2D', 'Crime', 'Adventure', 'Violent', 'Gore']",12180
2004,"['Gore', 'Stealth', 'Action', 'Horror', 'Violent', 'Singleplayer', 'Psychological Horror', 'Survival Horror', 'Atmospheric', 'Dark', 'Great Soundtrack', 'Third Person', 'Survival', 'Classic', 'Mature']",12130
2003,"['Racing', 'Open World', 'Great Soundtrack', 'Arcade', 'Classic', 'Multiplayer', 'Singleplayer', 'Sandbox']",12160
2003,"['Noir', 'Action', 'Third-Person Shooter', 'Classic', 'Bullet Time', 'Story Rich', 'Atmospheric', 'Shooter', 'Third Person', 'Singleplayer', 'Dark', 'Great Soundtrack', 'Cinematic', 'Adventure', 'Crime', 'Nudity', 'Detective']",12150
2006,"['Adventure', 'Action', 'Female Protagonist', 'Third Person', 'Puzzle', 'Lara Croft', 'Platformer', 'Singleplayer', 'Shooter', 'Action-Adventure', 'Third-Person Shooter', 'Controller']",7000
2001,"['Noir', 'Action', 'Classic', 'Third-Person Shooter', 'Story Rich', 'Bullet Time', 'Atmospheric', 'Dark', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Linear', 'Detective', 'Cinematic', 'Adventure', 'Violent', 'Crime', 'Horror', 'Psychological Horror']",12140
2008,"['Strategy', 'RTS', 'Base Building', 'Multiplayer', 'Co-op', 'Alternate History', 'Sci-fi', 'Co-op Campaign', 'Real-Time', 'Singleplayer', 'Comedy', 'Classic', 'Action', 'Online Co-Op', 'Great Soundtrack', 'FMV', 'War', 'Atmospheric']",17480
2007,"['Puzzle', 'Casual', 'Match 3', 'RPG', 'Fantasy', '2D', 'Strategy', 'Singleplayer', 'Anime', 'Indie', 'Touch-Friendly']",12500
2007,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']",12310
2007,"['Strategy', 'Simulation']",12510
2007,"['Action', 'Adventure', 'Strategy', 'Hunting']",12530
2007,"['Simulation', 'Racing', 'Driving', 'Open World']",12520
2008,"['Action', 'FPS', 'Singleplayer', 'Co-op', 'Multiplayer']",8100
2007,"['Action', 'Simulation', 'Shooter', 'FPS', 'Tactical', 'Military']",2780
2006,"['Simulation', 'Management', 'City Builder']",9730
2006,"['Action', 'Western', 'Strategy', 'Tactical']",9710
2007,"['Stealth', 'Action', 'Adventure', 'World War II', 'Singleplayer', 'Open World', 'Third Person', 'Classic']",9800
2006,"['Action', 'Strategy', 'RTS']",9760
2006,"['Simulation', 'Management', 'Sandbox', 'Building', 'Strategy', 'Singleplayer', 'Economy', 'Classic', 'Real-Time with Pause', 'Funny', 'Family Friendly', 'Moddable', 'Multiplayer', 'Great Soundtrack', 'Comedy', 'Casual']",2700
2005,"['Action', 'Strategy', 'RTS']",2710
2003,"['Action', 'FPS', 'Shooter', 'Sci-fi', 'Singleplayer', 'First-Person', 'Classic', 'Multiplayer']",13200
1998,"['Classic', 'FPS', 'Action', 'Great Soundtrack', 'Sci-fi', 'Atmospheric', 'First-Person', 'Shooter', 'Singleplayer', 'Multiplayer', ""1990's"", 'Female Protagonist', 'Adventure', 'Fast-Paced', 'Co-op', 'Nudity', 'Horror']",13250
2008,"['Indie', 'Casual', 'Ninja']",13000
2003,"['Stealth', 'Action', 'Third Person', 'Singleplayer', 'Classic', 'Adventure', 'Shooter', 'Third-Person Shooter', 'Atmospheric', 'Multiplayer', 'Difficult']",13560
2004,"['FPS', 'Action', 'Classic', 'Shooter', 'Open World', 'Stealth', 'First-Person', 'Singleplayer', 'Difficult', 'Multiplayer', 'Adventure', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Horror', 'Sandbox', 'Great Soundtrack', 'Survival']",13520
2000,"['Classic', 'FPS', 'Action', 'Arena Shooter', 'Fast-Paced', 'Multiplayer', 'Great Soundtrack', 'Shooter', 'Competitive', 'Sci-fi', 'First-Person', 'Moddable', 'Singleplayer', 'Gore', 'Co-op', ""1990's"", 'Cyberpunk', 'Atmospheric']",13240
2006,"['Action', 'FPS', 'Tactical', 'Co-op', 'Singleplayer', 'First-Person', 'Shooter', 'Multiplayer', 'Online Co-Op', 'Classic', 'Stealth']",13540
2005,"['Simulation', 'Naval', 'World War II', 'Military', 'Historical', 'Open World', 'Action', 'Realistic']",15210
2008,"['Casual', 'Simulation']",16180
2008,"['Casual', 'Hidden Object']",3520
2008,"['Casual', 'Match 3']",15970
2008,"['Casual', 'Arcade']",15950
2008,"['Casual', 'Agriculture', 'Puzzle', 'Singleplayer']",15960
2008,"['Casual', 'Puzzle', 'Match 3', 'Singleplayer']",15900
2005,['Casual'],15910
2007,"['Casual', 'Puzzle']",15930
2007,"['Simulation', 'Horses', 'Family Friendly', 'Psychological Horror']",15160
2005,['Casual'],15920
2007,"['Adventure', 'Action', 'Comedy', 'Funny', 'Multiplayer', 'Psychological Horror', 'Singleplayer']",15080
2007,"['Simulation', 'World War II', 'Naval', 'Military']",15200
2006,"['Simulation', 'Flight', 'World War II', 'Military', 'Historical', 'TrackIR', 'Realistic', 'Multiplayer', 'Action', 'Classic', 'Moddable']",15320
2008,"['Simulation', 'World War II', 'Naval']",15240
2005,"['Adventure', 'Point & Click']",8310
2005,['Racing'],12600
2006,"['Adventure', 'Point & Click']",8320
2008,['Racing'],12590
2008,['Casual'],12580
2007,"['Simulation', 'Management']",12560
2008,['Casual'],12570
2007,"['Casual', 'Puzzle']",12540
2008,"['Adventure', 'Point & Click', 'Vampire', 'Puzzle']",11050
2008,['Sports'],10520
2008,"['Adventure', 'RPG', 'Point & Click', 'Detective', 'Mystery', 'Puzzle']",11040
2008,"['Indie', 'Adventure', 'Platformer']",19500
2007,"['Simulation', 'Strategy', 'World War II', 'Naval']",11260
2008,"['Action', 'Indie', 'Tanks', 'Singleplayer', 'Retro', 'Atmospheric', 'Casual', 'Story Rich', 'Great Soundtrack']",19200
2008,"['Racing', 'Destruction', 'Multiplayer', 'Arcade', 'Action', 'Singleplayer', 'Physics', 'Great Soundtrack', 'Driving']",12360
1998,"['Adventure', 'Platformer', '2D', 'Puzzle', 'Classic', 'Singleplayer', 'Cult Classic', 'Comedy', 'Funny', 'Dark', 'Retro', 'Action', ""1990's"", 'Puzzle-Platformer', 'Stealth']",15710
1997,"['Platformer', 'Adventure', 'Classic', 'Puzzle', '2D', 'Singleplayer', 'Cult Classic', 'Dark', 'Funny', 'Comedy', 'Retro', 'Cinematic', 'Atmospheric', 'Difficult', 'Puzzle-Platformer', 'Action', 'Fantasy']",15700
2008,"['Racing', 'Simulation', 'Driving', 'Multiplayer', 'Singleplayer']",8660
2001,"['Strategy', 'Shooter', 'Action', 'Third-Person Shooter', 'Sci-fi', 'Aliens']",7770
1997,"['Strategy', 'Sci-fi', 'Tactical', 'Turn-Based', 'Aliens', 'Real-Time with Pause', 'Classic', 'Turn-Based Strategy', 'Isometric', 'Singleplayer', 'Cyberpunk', 'Post-apocalyptic']",7660
1993,"['Strategy', 'Classic', 'Turn-Based Strategy', 'Sci-fi', 'Turn-Based', 'Tactical', 'Aliens', 'Singleplayer', 'Difficult', 'Turn-Based Tactics', 'Isometric', 'Base Building', 'Simulation', 'Atmospheric', ""1990's"", 'Action', 'Retro', 'Adventure', 'Management', 'Space']",7760
2008,"['Open World', 'Atmospheric', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'RPG', 'First-Person', 'Shooter', 'Singleplayer', 'Survival Horror', 'Adventure', 'Moddable', 'Sci-fi', 'Horror', 'Classic', 'Multiplayer', 'Zombies', 'Inventory Management', 'Sandbox']",20510
2008,"['Action', 'FPS', 'Sci-fi', 'Shooter', 'Singleplayer', 'Aliens', 'Military', 'First-Person', 'Multiplayer', 'Benchmark', 'Stealth', 'Adventure', 'Open World', 'Futuristic']",17330
2007,"['FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Stealth', 'Shooter', 'Aliens', 'Open World', 'First-Person', 'Benchmark', 'Multiplayer', 'Futuristic', 'Adventure', 'Atmospheric', 'Story Rich', 'Classic', 'Sandbox', 'Great Soundtrack', 'Destruction', 'Moddable']",17300
1998,"['Strategy', 'Sci-fi', 'Space', 'Flight', 'Space Sim', 'Singleplayer']",7730
2008,"['RPG', 'Fantasy', 'Story Rich', 'Mature', 'Third Person', 'Singleplayer', 'Choices Matter', 'Action', 'Nudity', 'Adventure', 'Dark Fantasy', 'Based On A Novel', 'Atmospheric', 'Great Soundtrack', 'Open World', 'Multiple Endings', 'Medieval', 'Action RPG', 'Magic', 'Classic']",20900
2008,"['Indie', 'Strategy', 'RTS', 'Multiplayer', 'Singleplayer', 'Retro']",1530
2008,"['Racing', 'Simulation']",8690
2008,"['City Builder', 'Simulation', 'Management', 'Historical', 'Singleplayer', 'Sandbox', 'Strategy']",17120
2008,"['Strategy', 'Turn-Based', 'Turn-Based Strategy', '4X', 'Historical', 'Singleplayer', 'Multiplayer', 'Moddable']",16810
2003,"['Tactical', 'Action', 'FPS', 'Simulation', 'Strategy', 'Realistic', 'First-Person', 'Co-op', 'Shooter', 'Classic', 'Singleplayer']",19830
2008,"['LEGO', 'Action', 'Adventure', 'Batman', 'Local Co-Op', 'Superhero', 'Family Friendly', 'Co-op', 'Comedy', 'Singleplayer', 'Comic Book', 'Funny', 'Third Person', 'Controller', 'Local Multiplayer', 'Multiplayer']",21000
2008,"['Simulation', 'Strategy', 'City Builder']",4460
2008,"['RPG', 'Strategy', 'Fantasy', 'Action RPG', 'Action', 'Singleplayer', 'City Builder']",17140
2008,"['Action', 'World War II', 'FPS', 'Tactical', 'Singleplayer', 'Military', 'Story Rich', 'Shooter', 'Gore', 'Atmospheric', 'Strategy', 'First-Person', 'War', 'Multiplayer', 'Historical']",15390
2008,['Arcade'],21300
2006,"['Racing', 'Offroad']",3050
2006,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy']",15380
2005,"['Action', 'FPS', 'World War II', 'Tactical', 'Military', 'Strategy', 'Singleplayer']",19800
2007,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy', 'Multiplayer', 'Singleplayer', 'RPG']",15370
2008,"['Strategy', 'City Builder', 'Medieval', 'RTS', 'Singleplayer', 'Multiplayer']",19930
2007,['Casual'],15350
2002,"['Action', 'Tactical']",19810
2008,"['Casual', 'Puzzle', 'Singleplayer', '2D']",3540
2008,"['Puzzle', 'Indie', 'Physics', 'Singleplayer', 'Great Soundtrack', 'Casual', '2D', 'Comedy', 'Cute', 'Building', 'Atmospheric', 'Funny', 'Satire', 'Touch-Friendly', 'Strategy', 'Classic', 'Surreal', 'Story Rich', 'Difficult', 'Family Friendly']",22000
2008,"['Space', 'Simulation', 'Sci-fi', 'Sandbox', 'Strategy', 'Space Sim', 'Open World', 'Trading', 'Singleplayer', 'Economy', 'Action', 'Capitalism', 'Great Soundtrack', 'Moddable', '4X', 'Flight', 'Atmospheric', 'Multiplayer']",2820
2008,"['Action', 'World War II', 'FPS', 'Mod', 'Multiplayer', 'Free to Play', 'Realistic']",1230
2008,"['Casual', 'Indie', 'Puzzle']",18300
2008,"['Indie', 'Casual', 'Sports', 'Bowling']",20200
2008,"['Open World', 'Action', 'Adventure', 'Third Person', 'Comedy', 'Singleplayer', 'Great Soundtrack', 'Funny', 'Classic', 'Sandbox', 'Dark Humor', 'Satire', 'Story Rich', 'Atmospheric', 'Exploration', 'Simulation', 'Controller', 'Mature', 'Multiplayer', 'First-Person']",12200
2008,"['Open World', 'FPS', 'Action', 'Shooter', 'Singleplayer', 'First-Person', 'Multiplayer', 'Adventure', 'Sandbox', 'Stealth', 'Atmospheric', 'Survival', 'Level Editor', 'Realistic', 'Exploration', 'Story Rich', 'Great Soundtrack', 'Controller', 'Co-op', 'Strategy']",19900
2008,"['Action', 'FPS', 'Space', 'Indie', 'Trading', 'Strategy', 'Sci-fi', 'First-Person', 'Shooter', 'Casual']",11240
2009,['Simulation'],256522
2009,['Simulation'],275144
2009,['Simulation'],256521
2009,['Simulation'],222569
2009,['Simulation'],256535
2009,['Simulation'],256611
2009,['Simulation'],256576
2009,"['Open World', 'Action', 'Sandbox', 'Character Customization', 'Third-Person Shooter', 'Comedy', 'Co-op', 'Third Person', 'Singleplayer', 'Crime', 'Online Co-Op', 'Multiplayer', 'Co-op Campaign', 'Funny', 'Shooter', 'Replay Value', 'Female Protagonist', 'Great Soundtrack', 'Moddable', 'Adventure']",9480
2008,"['Horror', 'Action', 'Sci-fi', 'Space', 'Third Person', 'Survival Horror', 'Atmospheric', 'Third-Person Shooter', 'Singleplayer', 'Gore', 'Shooter', 'Aliens', 'Dark', 'Futuristic', 'Story Rich', 'Silent Protagonist', 'Survival', 'Adventure', 'Zombies', 'RPG']",17470
2008,"['RPG', 'Action', 'Adventure', 'Mythology', 'Hack and Slash', 'Third Person', 'Fantasy']",12770
2009,"['Parkour', 'First-Person', 'Action', 'Female Protagonist', 'Singleplayer', 'Great Soundtrack', 'Adventure', 'Platformer', 'Atmospheric', 'Dystopian', 'Stylized', 'Sci-fi', 'Futuristic', 'FPS', 'Time Attack', 'Cyberpunk', 'Puzzle', 'Colorful', 'Classic', 'Short']",17410
2008,"['Tower Defense', 'Strategy', 'Sci-fi', 'Indie', 'Singleplayer', 'Aliens', 'Futuristic', 'Touch-Friendly', 'Replay Value', 'Adventure', 'Controller']",18500
2009,"['Horror', 'FPS', 'Action', 'Singleplayer', 'Shooter', 'Bullet Time', 'Gore', 'Multiplayer', 'Psychological Horror', 'First-Person', 'Atmospheric', 'Sci-fi', 'Classic', 'Story Rich']",16450
2008,"['Strategy', 'Indie', 'Tower Defense', 'Sci-fi', 'Singleplayer']",15400
2007,"['Indie', 'Strategy']",18600
2009,"['Action', 'Indie', 'Top-Down', 'Horror', 'Shooter', 'RPG', 'Zombies', 'Arcade', 'Top-Down Shooter', 'Singleplayer', '2D', 'Casual', 'Atmospheric', 'Retro', 'Adventure']",11340
2005,"['Strategy', 'Medieval', 'Grand Strategy', 'RTS', 'War', 'Historical', 'Classic', 'Great Soundtrack']",25830
2009,"['Adventure', 'Point & Click', 'Strategy', 'Action', 'Comedy', 'Villain Protagonist']",23460
2009,['Strategy'],10600
2009,"['Action', 'Superhero', ""Beat 'em up"", 'Local Co-Op', 'Third Person', 'Fighting']",21010
2007,"['Horror', 'Adventure', 'First-Person', 'Indie', 'Survival Horror', 'Psychological Horror', 'Atmospheric', 'Singleplayer', 'Stealth', 'Story Rich', 'Action', 'Dark', 'Lovecraftian', 'Survival', 'Puzzle']",22180
2007,"['FPS', 'Action', 'Multiplayer', 'Arena Shooter', 'Shooter', 'Sci-fi', 'Fast-Paced', 'First-Person', 'Competitive', 'Gore', 'Co-op', 'Great Soundtrack', 'Classic', 'Singleplayer', 'Team-Based', 'Adventure', 'Atmospheric', 'Moddable', 'Split Screen', 'Futuristic']",13210
2009,"['RPG', 'Fantasy', 'Party-Based RPG', 'Real-Time with Pause', 'Atmospheric', 'Adventure', 'Singleplayer', 'CRPG', 'Dark Fantasy', 'Third Person', 'Story Rich', 'Character Customization']",12640
2009,"['Strategy', 'Casual', 'Pirates']",21600
2008,"['Walking Simulator', 'Indie', 'Short', 'Female Protagonist', 'Atmospheric', 'Simulation', 'Psychological', 'Memes', 'Horror', 'Singleplayer', 'Anime']",27020
