uid_user,user_id
47627,711armageddoncarmageddon
47723,76561198058301224
48120,76561198055326484
48145,76561198034868596
48285,AncientBlade
48308,Andraison
48392,76561198048401235
48470,76561198050465176
48542,76561198026258913
48651,76561198069560699
48727,76561198099625419
48925,someone6245
49041,76561198084032274
49111,76561198030772859
49213,Angrovar
49295,AngryAinsley
49396,76561198069005048
49428,-AnimeIsMyThing-
49555,uradumbtit
49801,76561198037038784
49937,IKillNoobsFirst
49985,76561198037888300
50109,operationblueberry
50174,1234865654
50250,antacy
50285,76561197992148038
50808,76561198084123358
50843,76561198034942509
51055,76561198032377745
51126,capitaomurilao
51189,Apachehavoc
51270,ApexNZ
51332,76561198039441595
51721,76561198036687918
51851,Apollopepsi
51947,benjamin27
52052,AppoGetsSuperAdmin
52106,ARRIVE
52151,76561198071475367
52188,r3ap3r78
52519,Aquilares
52815,76561198065064829
52825,XABLAUziitu
52911,76561198012909706
53093,aarcanicuss
53114,dragonchief
53378,76561198040530605
53498,76561197974500703
53807,76561198047185525
53921,mestuajix2
53929,76561198067188826
53963,ArcticTek
54025,76561197974465310
54097,sweep6060
54204,bilyitu
54257,76561198088538797
54310,76561198089844789
54353,76561198072861800
54360,deployablearchnagel
54479,rotflmaoman
54599,76561198088670023
54653,76561198081028176
54719,ArmouredForBattle
54725,armouredmarshmallow
54844,darrenfordfalcon
54929,76561198020928326
55039,76561198045570160
55170,arockstar28
55208,Array71
55430,76561198039874575
55533,arronlim13
55664,76561198042389215
55834,76561198006534186
55915,artej96
55927,ARTHERDUNGER10
56094,Mackus1011
56361,76561198041877981
56444,ARZARNAR
56563,76561198089950447
56603,darkmassieh
56777,Boomblasty
56789,asianturtlefrenzy
56876,Edmund28
56914,blowjobsfurdayzandgayz
57018,76561198082992295
57039,LaLocaDeLosDulces
57087,76561198096064761
57099,76561198064352761
57216,assassin_warman
57381,76561198019431054
57518,Astrelt
57815,bobjimmy007
57941,76561198091740831
57966,76561198095380303
58034,76561198052003136
58061,omgihaveawebpage
58187,Swish0009
58368,76561198030943851
58449,Aurora99
58585,76561198053071988
58759,minionking
58781,76561198083375450
58996,scroopy22
59456,76561198076984454
59487,76561198091054851
59631,iDestrix
59677,auzmoz
59726,auzzie_96
59818,76561198009353440
59861,76561198082020576
59908,fatrangacuntnolifevirgin
59960,helvisavillon
59962,76561198080015704
59989,76561198040602004
60064,76561198082959786
60089,76561198064150679
60175,76561198110293299
60255,cam5699
60360,de_triggered
60413,76561198071748311
60442,azzydazzy
60578,76561198048900256
60622,Azrafael
60695,-Azsael-
60862,76561198076301023
60874,arewefaded
61106,76561198065247809
61276,76561198086081043
61330,hoarbiscuit
61513,bohgeraltofrivia
61643,TeH-B-Rad
61771,BAW_Killer
61905,moriceplease
61925,gamerdude7892
61997,76561197970168558
62030,timothyshen
62050,76561198227794828
62103,2ez4medick
62135,76561198118595651
62170,BBBirb
62221,AgentXiri
62258,76561198018950738
62396,hamfritta
62564,76561198064579722
62618,potatoskins
62690,crispymemesmantheyremyfavourite
62787,76561198044593618
62828,76561198074409406
62885,76561198049617612
62987,H-Alo
63073,76561198075444114
63116,420Blz
63315,76561198076548816
63388,76561198075039895
63423,chillrend
63479,76561198218877443
63482,76561198070149038
63513,76561197994407780
63534,76561198035548591
63549,Gborges
63671,lukeyturley
63713,SergeantBash111
63904,76561198071872532
63930,PolygonCloud
64056,ZUERA12
64253,76561198083661294
64254,76561198043660058
64372,76561198095142204
64443,BOB_200
64564,76561198070735033
64694,76561198018560501
64738,76561198010642927
64934,76561198051148175
64989,76561198047208452
65274,generalale
65333,76561198027831921
65347,brendoboy
65602,76561198071234254
65652,76561198165870150
65690,76561198083049918
65726,76561198072652548
65828,Infixation
66429,76561198071162228
66469,brodo764
66586,76561198047304525
66763,76561198068855162
66878,76561197994969639
66947,76561198200015694
66977,76561198064016444
67035,minecraft123
67091,76561197960694096
67278,JuanManSnipez
67380,Ben_Andy
67434,Bennysaputra
67521,76561198067021476
67565,76561198190487725
67603,76561198045071942
67670,76561198027081791
67998,Bhappiikhat
68027,76561198027046431
68090,76561198087471896
68103,76561198082863312
68111,Ahahahahahahahahahahahahahahaha
68170,BITCHPLESE
68309,Too_1337
68573,76561198069143001
68635,76561198074755143
68864,limabeansaregross
69022,76561198075175410
69105,76561198045214274
69145,kinglemon1222
69273,76561198050404009
69324,76561198030636321
69463,76561198007342405
69677,76561198081885254
69711,LlamasInNigjamas
69750,76561198048370750
69808,76561198035363871
69937,Hummingsenpai
69959,bioturdz
70091,76561198018845815
70154,CHAAANG
70232,76561198056980314
70306,76561198077586769
70372,76561198043296029
70421,bitmat
70806,76561198028483487
70894,Ghoster09
70948,76561198081496844
71028,180577
71094,BlackHeart
71111,Barridos
71156,76561198053775195
71172,Blackhawk611
71297,MRSALM0N
71566,76561198090119638
71573,76561198039778856
71687,76561198035782795
71783,76561198077278011
71867,76561197988863895
71964,76561198077116471
71971,76561198007478325
72392,76561197988976770
72438,76561198171166530
72453,hbk1462
72528,76561198044500343
72609,76561198057521157
72697,76561198053766465
72770,76561198083368833
72852,FHK
72956,76561198082282442
72978,Blue333
73043,76561198030735076
73089,Bluegills
74369,76561198066253111
74417,rrbr
74528,13lazer
74926,76561198070259755
74937,76561198044344399
75021,76561197999613236
75268,RespekPlox
75307,76561198062288797
75355,76561197989449545
75404,bobseagull
75541,bobsterman
75604,76561198068305940
75643,Bonesdontrattlethem
75842,76561198062403736
75960,76561198073642113
76036,76561198055648263
76117,boogs17
76380,76561198086083118
76459,76561198211433640
76473,76561198047032085
76475,ilyjoepoe
76485,Mantrouminati
76529,Gameguilder
76574,76561198064747645
76669,SamoanTurtle
76698,Booyahoo
76768,76561198049456280
76959,knuckleface
77104,76561198027225504
77265,dicksoutforboromir
77421,dropssdrop
77436,76561198041245503
77499,kafugax
77526,probotsteve
77770,76561198094177304
77892,76561198069093971
77909,76561198060697096
78020,76561197977543317
78179,boydo
78323,BrutalLegend69
78432,76561198007539695
79476,76561198064026657
79669,76561198024450886
79709,76561198057745573
79720,saint556
80303,Brayneeah
80461,xythesis
80725,76561198068581244
80744,BreadCommanderz
80833,76561198079362142
80875,brettebear
80962,76561198040467357
81421,metiqu
81444,restinspaghettineverforgetti
81498,spike_heart
81614,brocky0405
81713,76561198046094676
81867,76561198087095625
81911,Vladimirputinisgreatman
82148,76561198082582573
82203,76561198053917005
82259,76561198067729563
82280,76561198071647862
82334,Br0wni3
82359,76561198088957798
82435,76561197988846047
82639,sdarkneeds
82735,76561198079351819
82770,Brutaka3
82941,76561198065166613
82983,bobcookies69
82988,1522188745
83071,76561198110065267
83172,thebtb
83425,MoniqueTron
83521,76561198059167106
83587,76561198105270589
83642,notbudds
83688,Trutle
83834,BugsyBro
84057,76561198041518533
84156,76561197989359805
84164,UNI-Juan
84173,Jyep
84243,76561198025636863
84258,76561197978008006
84291,76561198074561346
84385,76561198094074209
84542,76561198054155652
84889,76561198036974255
84980,76561198020272265
85155,743748734
85174,BurningCassette
85265,R62153
85322,76561198087011672
85379,busternut
85454,76561198075981950
85531,76561198105846578
85628,Butteryyy
85646,76561198079326390
85766,76561198142749308
85857,897w463824638109276
85912,Butterz
86040,8789568
86100,76561198112547239
86218,tongtel
86289,noblezinho
86370,76561198097794993
86393,C13GE
86583,C14M8S
86678,1122305938
86855,76561198069050565
86924,Cabjoy
87132,76561198082278758
87170,76561198053685392
87370,Stormaggen
87463,gusvu
87654,76561198059718900
87823,Punixa
87935,76561198045679186
88047,76561198051084367
88139,76561198044402508
88232,76561198081987102
88306,calii
88339,76561198084718144
88377,76561198077034833
88389,calypto52
88766,camduman
88846,camquarter
88940,76561198056859428
88992,aquelecaraqfazaquilo
89280,Camothecomando
89456,76561198079009374
89557,76561197992910116
89741,jonjon4351
89799,76561198043609375
89886,76561198039236799
89908,ThePyrite99
89994,76561198062276935
90179,76561198097295378
90197,76561198036996272
90319,8m96
90325,76561198048121243
90545,CAPTAINVRITRAS
90553,ConkerBirdy
90937,76561198078194423
90987,76561198067657905
91038,76561198070072786
91124,76561197966764681
91347,76561198007988939
91388,CapyOfficial
91408,76561198067721589
91534,gsteambath
91548,76561198049715896
91604,76561197996092338
91951,carouserwhite
92038,76561198077709322
92169,76561198045631910
92217,76561198063633577
92238,76561198060576252
92247,76561198078670623
92295,Lord_Casso
92365,76561198058789410
92403,76561198050876555
92423,76561198059948130
92500,76561198038766477
92597,76561198070087725
92704,76561198042335464
92802,azkhernan123
92810,76561198052180785
92981,fsfs546hd
93062,CCcorye
93175,76561198045283919
93211,76561198081438874
93292,76561198078509867
93540,76561198046848291
93619,WeabDestoryer
93676,76561198072411281
93750,CrazyGiraffe71
93841,76561198162056324
93857,76561198240923172
93889,cgoober2000
94002,Chacob
94165,24902
94210,chalkmetal
94470,kggj
95043,asdasdfsadgdfhfgjggj
95078,76561198060996316
95263,elheat
95417,bobjames1234
95423,ElementalGodChaos
95590,76561198077997574
95675,76561198081095968
95710,76561198065784635
95803,76561197971917242
95865,melonmaniac
95911,76561198083201608
95963,76561198048491595
96210,76561198074108172
96265,76561198028094250
96317,mexz1999
96423,IchMasKung
96538,HoxtonPleaseDontSueMe
96642,76561198051215704
96730,cheetahpocalypse
96852,76561198067182841
96881,Axzothrift
96947,76561198066003101
97096,76561198283109848
97120,76561197960281419
97146,Chermoil
97210,Urtle1
97433,76561198049867810
97562,harharharharhar
97728,76561198074235306
97979,pussyhunter121
98008,76561198077733060
98028,DimSums
98084,76561198091638558
98180,76561198076375452
98278,76561198040845885
98363,chicken_tonight
98435,chidvd
104845,76561198056960847
104866,76561198024006038
104985,chillifuzzball
105276,76561197994523427
105286,76561198052700471
105341,76561198097450390
105445,76561197981448997
105592,76561198064984988
105834,aerpub
106053,76561198078733772
106066,76561198061273070
106146,Isiswannabe
106246,SmeshDoge
106291,Chockie
106366,76561198065663269
106466,76561197961840584
106563,chronoris
106613,76561198080622032
106632,76561198037342853
106682,76561198060835696
106720,harrisonnorris
106792,zaper151
106891,76561198018913829
106908,StrikerAustralia
106962,pongping7
107023,76561198142474106
107037,Los_Shmurdos
107098,ciborg2000
107178,Mikinmash
107318,76561198060510583
107388,76561198074561107
107403,76561197976842635
107423,76561198046034574
107478,76561198005413640
107497,OfficialSenix
107542,mike14476
107641,76561198066789278
107670,kelby003
107721,Mattress121
107966,Clawz3z
108051,76561198079650317
108122,76561198071207551
108179,76561198061039259
108315,climax2005
108319,76561198074202726
108394,76561198074347537
108431,76561198084239790
108455,76561198082626118
108502,SurfChicken
108525,76561198091507052
108631,Clouwolf
108678,76561198043339975
108879,69bmw
108913,76561198067414480
108966,76561198078246064
109106,iamshingo
109201,76561198077538653
109243,SirParadiseLost
109432,76561198064841423
109488,Deerunken
109684,Rafantasma
109941,76561198079756695
109983,minguscannon
110107,SupermanSocks17
110183,76561198061456632
110365,76561198049614185
110524,76561198046958203
110599,76561198135044903
110684,76561198037893945
110732,combatDIDDLE
110759,76561198026344945
110895,jichaelcoaching
111046,CompoBlue
111203,FreshlySqueezedOrangeJukes
111306,76561198073807760
111355,76561198069839577
111398,76561198172099661
111417,ConjuredMadness
111557,76561198093387021
111559,cookieblade
111594,coolslayer666
111707,218939137821738213127983
111799,76561198072445092
111860,76561198051864639
111903,coolbolt1337
111914,cheese_is_illuminati
112004,coreytheawesomest
112035,ndrss
112128,76561198081677554
112176,Gamercubeeyes
112391,76561198091515229
112546,NotJustAnyOrange
112587,cosmicguy22
112629,Cosmonaut123456789
113109,76561197971591275
113236,76561198065379833
113305,76561198067923747
113346,76561198086931177
113357,TheCheekyOne
113590,Cow666
113706,76561198023630372
114002,76561198107928649
114030,76561198056352983
114107,-Uplink-
114230,76561198104404617
114319,76561198076906240
114386,76561198083468887
114473,76561198071955492
114596,76561198073799272
114627,bruhbruhxd
114709,combee3
114717,skavenshere
114871,Crazymac123
115000,76561198050299999
115054,thunderfuckers
115092,76561198135673978
115153,76561198045148546
115382,76561198077244610
115486,76561198063850360
115512,76561198069905942
115616,76561198019273712
115643,76561198080465715
115730,76561198079372619
115763,76561198029895140
115883,76561198004738568
115997,76561198087693951
116040,CrimsonStormFTW
116109,cripla66
116137,76561198054739976
116161,76561198091425629
116169,76561198064305132
116197,crosph
116490,76561198067214601
116818,76561198017913139
116964,OldLeakyBoat
117246,SSAANNEESS
117337,mauledbyabear
117537,fatkris
117647,cruzercru
117692,getyourmarsbar
117949,cryinghyena
118025,76561198065836276
118115,76561198053521572
118254,76561198019737834
118358,76561198107811819
118482,aweoplopo
118703,76561198042921883
118829,kanekicg
118955,76561198048024738
119049,czechit
119304,76561198084976671
119349,Cupcake7412
119443,76561198005096571
119465,76561198080459808
119535,CustardGun
119625,76561198106478135
119660,76561198054793721
119933,THE_ART_OF_FEEDING
120128,jellybeanos
120147,Cynex_
120241,76561198039197193
120326,76561198060007427
120492,76561197996190797
120514,76561197995146150
120856,76561198064374976
120960,76561198082559637
121259,76561198086717808
121266,76561198005111300
121280,DKA013
121546,76561198069345625
121633,76561198046589082
121694,D00MS
121736,76561198059201575
121806,76561198084697776
121852,76561198060901683
122086,76561198017487606
122108,daunknownman2010
122210,76561198074763789
122502,76561198093384503
122560,DABLUICE
123001,BlitzGames
123199,76561198045342815
123294,76561198025075751
123424,DaftyTM
123489,76561198080199570
123530,76561197992227006
123731,DakkeR
124168,76561198070775610
124210,76561198012514677
124275,76561198048133063
124404,76561198053111161
124438,76561198070562447
124454,76561198062767893
124568,misterross
124675,76561198044888778
124688,mainkradxdxdx
124710,76561198101576470
124763,76561198060104521
124800,76561198077033323
124902,tomasives
124976,Dante69123
125145,Dantress
125564,whatsupyoutubeimethanbradberry
125580,76561198082590151
125597,DareTheSeal
125699,blackcheeze
125762,6dighero
126099,76561198068040902
126114,DarkDragonForce
126259,76561198044594262
126381,76561198136941803
126418,76561198051001315
126625,76561198021814659
126998,76561198078913614
127128,supedarkone
127322,76561198114824153
127343,BOBROSSJPEGEXE
127406,blablabla174
127460,fatppl
127705,76561198084702160
127707,Dathrius85
127829,datts
127879,76561198039026116
127912,76561198025464161
128018,76561198082545803
128040,ZiggyPolvoEstelar
128192,76561198115099755
128292,76561198046045640
128588,76561198011337408
128632,daxzl
128682,76561198047080140
128715,76561198067158459
128767,catzbread
128819,76561198195091390
128897,76561198061136470
128935,damayo
129099,76561198084697858
129153,76561198008827809
129700,UtaTokyoGhoul
129843,shervey1
129900,Yugm
130012,dblddr
130055,deathbreath220
130249,76561198086476823
130325,76561198085463363
130378,76561198162668758
130417,76561198097730477
130444,76561198089820203
130482,DeepCrysis
130560,76561198030329440
130722,DeerHunter666
130734,Default456
130795,76561198058166539
130819,215251
130854,76561198152193053
130888,shay181
131248,76561198073817826
131336,degen97
132569,76561198091125007
132811,76561197994831363
133031,Delph
133571,deltalink21
133836,76561198050438527
133925,Qzt
134044,76561198052661205
134172,NZObiwan
134378,DemonThunder
134394,George_the_giraffe
134453,76561198071716213
134580,Denied72
134726,76561198034337192
134818,76561198056953510
134871,76561198047363411
134986,76561198046816537
135124,76561198194938153
135153,GirBobjack
135321,depozet
135375,76561198068479124
135421,GetMLGRekt
135544,BoyangBao
135667,meeman
136006,XxXGameSta101XxX
136209,Derkness
136258,bvProblem
136272,76561198086282677
136292,76561198116133680
136298,76561198073517944
136410,DerpyAura
136621,Shano
136858,76561198021745490
136998,someguyinsteem
137016,DERPYEGG
137161,beepbeepimasheep
137351,DerpyDoesntGiveAShit
137445,76561198032293266
137499,76561198057406795
137522,76561198084066563
137649,76561198091717988
137674,76561198126500843
137723,76561198038261903
137831,destruktikus
138146,Des_Mondo
138297,76561198077533366
138584,76561198066881691
138887,76561198042146054
139162,76561198093191096
139198,Device600
139263,Devmabby
139466,76561197980614542
139605,76561198107732375
139655,76561198061601793
139670,76561198070069790
139739,wenndiesoldaten
139827,Kingoftheheavy
139859,TacticalLynx
139971,76561198056634976
140001,76561198069149771
140023,sir_afrodite
140403,76561198114039731
140451,digfernandes
141018,dijakeplays
141071,ohplsguuby
141157,zelmar
141236,76561198062359337
141406,76561198078738809
141414,76561198071578365
141501,Dingo055
141609,NathanielPeace
141787,76561198054421576
142013,76561198127302850
142107,76561198072486822
142203,Diseption
142249,76561198099102298
142263,76561197986594271
142606,76561198077992470
142631,76561198059166102
142764,76561198038374904
142981,76561198023646825
143063,ShrikeShrikeShrikeShrikeShrike
143116,lucifer666678
143179,76561197994136663
143259,efefuyg3g4u5u22u4yv
143308,76561198064309861
143452,76561198058711482
143528,76561198072373072
143567,dimitriirfan
143653,76561198064622636
143705,76561198106067504
143781,76561198023903233
143830,KingOfOpportunity
143999,doctorpotatoes
144211,76561198103858676
144231,76561198092981834
144285,76561198083029873
144324,76561198047825496
144395,76561197994380497
144471,76561198067939720
144496,76561198070499931
144532,1920410
144619,76561198049760472
144700,Joaothekiller
144735,DomEE
144804,6294421419
144920,76561198059347479
144995,76561198076129408
145072,AndyPandy44
145223,Donwarren24
145228,76561198081443272
145409,regentorange
145603,Doomsminator
145650,76561198120646995
145713,AwesomeDoormat
146228,diglekango
146327,76561198060089846
146342,76561198055370293
146464,duzim
146819,teemolololol
146894,76561197995098683
146996,DropBear99
147052,GhandiSikh
147241,swscorpian
147489,76561197983126861
147685,thecosplayermotherfucker
147700,durolan2535
147766,76561197997884293
147821,76561198100205554
147848,whatcanisayimjusttoogood
147915,76561198009819704
148037,123repulseMe
148174,76561197969800840
148357,Cab117
148425,76561198048289869
148430,DrVendax
148752,76561198070571964
148803,76561198054212632
148808,76561198090773476
148889,Dragoten
148902,76561198051638090
148947,thedragon347
149058,76561198015157743
149432,TotallyCleverID
149511,76561198073725626
149562,dragonxx5
149594,76561198054978831
149618,Drag_Riper
149664,76561198043781609
149704,76561198010309907
149797,76561198045774424
149906,76561197991766223
149957,76561198084378649
150020,76561198172455607
150060,76561197977615598
150126,drewwyg
150177,76561198024886663
150225,76561198060941371
150227,foxeia
150251,DrMolo
150382,DrumEssence
150394,76561198153904644
150434,76561198028061147
150565,ashley1222
